2025-01-27 21:50:49 - SUI-USD - LONG - Price: 3.9361 - Indicators: (np.float64(36.4067745614121), np.float64(-0.0014285508481835703), np.float64(-0.001527867262356487), np.float64(3.9406259729650235), np.float64(3.936289027034976), np.float64(0.0), np.float64(0.0))
2025-01-27 21:58:30 - INJ-USD - SHORT - Price: 19.137 - Indicators: (np.float64(80.24084372465045), np.float64(0.008347180101105542), np.float64(0.008397303004267151), np.float64(19.130641980959485), np.float64(19.099708019040516), np.float64(100.0), np.float64(100.0))
2025-01-27 21:58:36 - LINK-USD - SHORT - Price: 24.3175 - Indicators: (np.float64(67.50323947396565), np.float64(0.01775187562385246), np.float64(0.019175710175802368), np.float64(24.31566981961815), np.float64(24.26633018038185), np.float64(80.14184397163088), np.float64(73.47517730496679))
2025-01-27 21:58:41 - SUI-USD - SHORT - Price: 3.94225 - Indicators: (np.float64(62.969441441408776), np.float64(0.0014740758659126385), np.float64(0.001562022446180366), np.float64(3.9417953238653625), np.float64(3.936854676134638), np.float64(95.49549549549722), np.float64(78.37837837837975))
2025-01-27 21:58:43 - AVAX-USD - SHORT - Price: 34.035 - Indicators: (np.float64(63.3948535002686), np.float64(0.009139704444341609), np.float64(0.0104027194163836), np.float64(34.02974166435082), np.float64(33.99975833564919), np.float64(83.33333333333333), np.float64(70.37037037036161))
2025-01-27 21:58:46 - SOL-USD - SHORT - Price: 236.455 - Indicators: (np.float64(62.53013206608541), np.float64(0.07322918925599235), np.float64(0.07419135206253187), np.float64(236.3979969511851), np.float64(236.1315030488149), np.float64(81.48148148147993), np.float64(77.77777777777311))
2025-01-27 22:02:11 - RNDR-USD - SHORT - Price: 6.2316 - Indicators: (np.float64(83.70037366237301), np.float64(0.0008246796402116748), np.float64(0.0010226278429000893), np.float64(6.231572828570411), np.float64(6.23128717142959), np.float64(100.0), np.float64(nan))
2025-01-27 22:02:50 - SUI-USD - LONG - Price: 3.9265 - Indicators: (np.float64(34.80933025933491), np.float64(-0.001924129354634078), np.float64(-0.002007928847035153), np.float64(3.938833724833176), np.float64(3.9283412751668245), np.float64(15.38461538461408), np.float64(30.33788641264989))
2025-01-27 22:03:31 - TIA-USD - LONG - Price: 4.054 - Indicators: (np.float64(23.909919910231086), np.float64(-0.002262429459021812), np.float64(-0.002310432454993858), np.float64(4.065850169680669), np.float64(4.054799830319332), np.float64(0.0), np.float64(0.0))
2025-01-27 22:04:20 - AVAX-USD - LONG - Price: 33.91 - Indicators: (np.float64(34.49006175631783), np.float64(-0.012674889633615294), np.float64(-0.014216461510857386), np.float64(33.93995683229579), np.float64(33.91104316770421), np.float64(0.0), np.float64(0.0))
2025-01-27 22:04:23 - ETH-USD - LONG - Price: 3179.78 - Indicators: (np.float64(36.57465219049717), np.float64(-1.4780730050210877), np.float64(-1.5388532285221226), np.float64(3184.952052048565), np.float64(3180.0719479514355), np.float64(11.576846307389339), np.float64(14.634452647587175))
2025-01-27 22:04:31 - SOL-USD - LONG - Price: 235.425 - Indicators: (np.float64(30.136635304925875), np.float64(-0.0856788626415721), np.float64(-0.08690091569970894), np.float64(235.79533897305814), np.float64(235.4271610269419), np.float64(0.0), np.float64(29.3650793650786))
2025-01-27 22:04:41 - TIA-USD - LONG - Price: 4.048 - Indicators: (np.float64(13.447642173792351), np.float64(-0.0026507261452367223), np.float64(-0.002695409518673206), np.float64(4.05560555127553), np.float64(4.048394448724469), np.float64(0.0), np.float64(0.0))
2025-01-27 22:04:55 - APT-USD - LONG - Price: 7.605 - Indicators: (np.float64(17.92367374407688), np.float64(-0.004437773965316083), np.float64(-0.004875376529134084), np.float64(7.612820714214267), np.float64(7.605679285785733), np.float64(0.0), np.float64(nan))
2025-01-27 22:05:58 - TIA-USD - LONG - Price: 4.0465 - Indicators: (np.float64(22.737792539174322), np.float64(-0.0010425899231689684), np.float64(-0.0011861274598378424), np.float64(4.051743810261022), np.float64(4.047206189738978), np.float64(0.0), np.float64(0.0))
2025-01-27 22:07:16 - RNDR-USD - LONG - Price: 6.1974 - Indicators: (np.float64(26.622944854604928), np.float64(-0.001160353166802075), np.float64(-0.001177801189808798), np.float64(6.203647261286538), np.float64(6.199222738713462), np.float64(0.0), np.float64(0.0))
2025-01-27 22:08:34 - AR-USD - LONG - Price: 13.513177246317142 - Indicators: (np.float64(1.5819924856519805), np.float64(-0.002020831530909817), np.float64(-0.002401642411772601), np.float64(13.517896306025005), np.float64(13.513587130899698), np.float64(0.0), np.float64(nan))
2025-01-27 22:09:21 - INJ-USD - LONG - Price: 19.0105 - Indicators: (np.float64(31.30699842757149), np.float64(-0.002752341175800884), np.float64(-0.003193331222912222), np.float64(19.017783294571128), np.float64(19.010616705428877), np.float64(0.0), np.float64(33.333333333333336))
2025-01-27 22:10:59 - INJ-USD - SHORT - Price: 19.056 - Indicators: (np.float64(71.45925795348613), np.float64(0.005613900784175267), np.float64(0.0057369590626975666), np.float64(19.053111706437946), np.float64(19.032438293562052), np.float64(100.0), np.float64(100.0))
2025-01-27 22:19:14 - AVAX-USD - LONG - Price: 33.93 - Indicators: (np.float64(28.25620144012433), np.float64(-0.007859850011271874), np.float64(-0.008286063458801979), np.float64(33.952829259903766), np.float64(33.93067074009623), np.float64(16.666666666654823), np.float64(33.333333333309646))
2025-01-27 22:19:17 - BTC-USD - LONG - Price: 102273.125 - Indicators: (np.float64(29.499294184405517), np.float64(-20.43393154454922), np.float64(-21.205112847111256), np.float64(102324.72010558279), np.float64(102278.12339441723), np.float64(0.0), np.float64(0.0))
2025-01-27 22:19:26 - RNDR-USD - LONG - Price: 6.1929 - Indicators: (np.float64(2.692429903067591), np.float64(-0.0030075596918024416), np.float64(-0.0031862402671100462), np.float64(6.206466514688519), np.float64(6.19291848531148), np.float64(0.0), np.float64(0.0))
2025-01-27 22:37:23 - INJ-USD - LONG - Price: 19.104 - Indicators: (np.float64(34.89123311512548), np.float64(-0.00412277757663541), np.float64(-0.0047725690548145695), np.float64(19.115474926034786), np.float64(19.10702507396521), np.float64(0.0), np.float64(0.0))
2025-01-27 22:48:31 - INJ-USD - SHORT - Price: 19.255 - Indicators: {'RSI': '67.85142296683699', 'MACD': '0.00784741090614697', 'MACD Signal': '0.008128502014441761', 'Bollinger High': '19.249274004032735', 'Bollinger Low': '19.218525995967262', 'Stochastic Line': '100.0', 'Stochastic Signal': '86.66666666665908'}
2025-01-27 22:50:35 - BTC-USD - SHORT - Price: 102795.825 - Indicators: {'RSI': '61.51770615825398', 'MACD': '8.366506134766192', 'MACD Signal': '8.952539799234238', 'Bollinger High': '102784.64964839723', 'Bollinger Low': '102750.91785160275', 'Stochastic Line': '91.54144472590492', 'Stochastic Signal': '77.39001946327512'}
2025-01-27 22:50:56 - AVAX-USD - SHORT - Price: 34.22 - Indicators: {'RSI': '68.8064316790568', 'MACD': '0.004654696014445865', 'MACD Signal': '0.004782792430177881', 'Bollinger High': '34.21822380529484', 'Bollinger Low': '34.196776194705166', 'Stochastic Line': '100.0', 'Stochastic Signal': '100.0'}
2025-01-27 22:53:06 - AR-USD - LONG - Price: 13.603253660042757 - Indicators: {'RSI': '1.569597577232301', 'MACD': '-0.0013780346826539613', 'MACD Signal': '-0.001552265541079567', 'Bollinger High': '13.607416475957812', 'Bollinger Low': '13.603615230815645', 'Stochastic Line': '0.0', 'Stochastic Signal': 'nan'}
2025-01-27 22:54:49 - BTC-USD - SHORT - Price: 102818.715 - Indicators: {'RSI': '74.43978494894743', 'MACD': '11.836703970247376', 'MACD Signal': '12.299089132087168', 'Bollinger High': '102814.54140234999', 'Bollinger Low': '102785.64409765', 'Stochastic Line': '100.0', 'Stochastic Signal': '100.0'}
2025-01-27 22:54:58 - ETH-USD - SHORT - Price: 3214.375 - Indicators: {'RSI': '62.13808150216488', 'MACD': '0.28753021641811455', 'MACD Signal': '0.2926597374636193', 'Bollinger High': '3213.8812157422717', 'Bollinger Low': '3212.2392842577283', 'Stochastic Line': '85.49783549783359', 'Stochastic Signal': '64.71861471861155'}
2025-01-27 22:56:28 - ETH-USD - LONG - Price: 3208.035 - Indicators: {'RSI': '28.20572727672698', 'MACD': '-0.713311738997163', 'MACD Signal': '-0.7304843691480127', 'Bollinger High': '3211.352997149813', 'Bollinger Low': '3208.436502850188', 'Stochastic Line': '11.067193675892378', 'Stochastic Signal': '20.140348910011152'}
2025-01-27 22:56:39 - INJ-USD - LONG - Price: 19.1645 - Indicators: {'RSI': '21.75171266091', 'MACD': '-0.010105238569504849', 'MACD Signal': '-0.011024637507960379', 'Bollinger High': '19.19914932430998', 'Bollinger Low': '19.165850675690017', 'Stochastic Line': '14.814814814806043', 'Stochastic Signal': '17.564534231189363'}
2025-01-27 22:57:55 - ETH-USD - LONG - Price: 3203.205 - Indicators: {'RSI': '34.237424111580076', 'MACD': '-0.8339849523575443', 'MACD Signal': '-0.9128216302392933', 'Bollinger High': '3207.114096670052', 'Bollinger Low': '3204.0029033299484', 'Stochastic Line': '3.662102410501069', 'Stochastic Signal': '9.577806304380593'}
2025-01-27 22:57:58 - TIA-USD - LONG - Price: 4.07 - Indicators: {'RSI': '31.36192481812296', 'MACD': '-0.0020417375581534003', 'MACD Signal': '-0.0022839558769335404', 'Bollinger High': '4.073514642819822', 'Bollinger Low': '4.070085357180179', 'Stochastic Line': '0.0', 'Stochastic Signal': '22.22222222222223'}
2025-01-27 22:58:05 - AVAX-USD - LONG - Price: 34.11 - Indicators: {'RSI': '37.201978935953655', 'MACD': '-0.006382207943642489', 'MACD Signal': '-0.0070359086997104775', 'Bollinger High': '34.13438656746626', 'Bollinger Low': '34.11411343253375', 'Stochastic Line': '0.0', 'Stochastic Signal': '0.0'}
2025-01-27 22:58:11 - APT-USD - LONG - Price: 7.65 - Indicators: {'RSI': '20.137864075184538', 'MACD': '-0.002146650801564398', 'MACD Signal': '-0.002194404817453321', 'Bollinger High': '7.657820714214194', 'Bollinger Low': '7.650679285785807', 'Stochastic Line': '0.0', 'Stochastic Signal': 'nan'}
2025-01-27 22:58:19 - TIA-USD - LONG - Price: 4.069 - Indicators: {'RSI': '32.64430314719146', 'MACD': '-0.0017534851262788937', 'MACD Signal': '-0.0019750386666733846', 'Bollinger High': '4.073453875856845', 'Bollinger Low': '4.069096124143155', 'Stochastic Line': '13.333333333328596', 'Stochastic Signal': '26.666666666657196'}
2025-01-27 22:58:25 - INJ-USD - LONG - Price: 19.138 - Indicators: {'RSI': '39.19225384379439', 'MACD': '-0.005826531961263963', 'MACD Signal': '-0.006053353539419763', 'Bollinger High': '19.163316362464247', 'Bollinger Low': '19.13843363753575', 'Stochastic Line': '18.39080459770509', 'Stochastic Signal': '16.37576273592056'}
2025-01-27 22:58:30 - TIA-USD - LONG - Price: 4.0675 - Indicators: {'RSI': '28.73678702193263', 'MACD': '-0.0018197401747865882', 'MACD Signal': '-0.0019127154725805074', 'Bollinger High': '4.07370356915369', 'Bollinger Low': '4.06809643084631', 'Stochastic Line': '0.0', 'Stochastic Signal': '4.44444444444287'}
2025-01-27 23:01:50 - BTC-USD - SHORT - Price: 102732.975 - Indicators: {'RSI': '66.6056706162959', 'MACD': '16.078514583927852', 'MACD Signal': '17.3511840277208', 'Bollinger High': '102731.066818555', 'Bollinger Low': '102677.83318144496', 'Stochastic Line': '82.24917867071561', 'Stochastic Signal': '76.33223822762083'}
2025-01-27 23:02:04 - AR-USD - LONG - Price: 13.500456226664696 - Indicators: {'RSI': '9.634041868906095', 'MACD': '-0.0015550521830363095', 'MACD Signal': '-0.00212277738980317', 'Bollinger High': '13.50133737911632', 'Bollinger Low': '13.500532761150234', 'Stochastic Line': '0.0', 'Stochastic Signal': 'nan'}
2025-01-27 23:04:13 - SUI-USD - LONG - Price: 3.93065 - Indicators: {'RSI': '31.40447941992709', 'MACD': '-0.0015340453668275522', 'MACD Signal': '-0.0016986538636216322', 'Bollinger High': '3.9344055984654824', 'Bollinger Low': '3.9315644015345175', 'Stochastic Line': '11.666666666670357', 'Stochastic Signal': '20.00000000000492'}
2025-01-27 23:04:16 - LINK-USD - LONG - Price: 24.2525 - Indicators: {'RSI': '35.65726995032149', 'MACD': '-0.011225854876435903', 'MACD Signal': '-0.011499935811537734', 'Bollinger High': '24.293040532908385', 'Bollinger Low': '24.254759467091617', 'Stochastic Line': '18.74999999999999', 'Stochastic Signal': '23.10606060606182'}
2025-01-27 23:04:23 - ETH-USD - LONG - Price: 3199.19 - Indicators: {'RSI': '34.04789259392851', 'MACD': '-0.7987532783501289', 'MACD Signal': '-0.8883316336032031', 'Bollinger High': '3202.270840256973', 'Bollinger Low': '3199.2266597430266', 'Stochastic Line': '12.915479582142366', 'Stochastic Signal': '37.86008230452453'}
2025-01-27 23:04:25 - BTC-USD - LONG - Price: 102598.295 - Indicators: {'RSI': '30.063439108288907', 'MACD': '-15.512704111921872', 'MACD Signal': '-16.22954227155321', 'Bollinger High': '102667.66407457108', 'Bollinger Low': '102610.25342542893', 'Stochastic Line': '8.55719622840894', 'Stochastic Signal': '7.541165075394329'}
2025-01-27 23:06:47 - AVAX-USD - LONG - Price: 34.015 - Indicators: {'RSI': '36.33081219034663', 'MACD': '-0.006832528186291616', 'MACD Signal': '-0.007688652464400627', 'Bollinger High': '34.045677446878045', 'Bollinger Low': '34.01732255312196', 'Stochastic Line': '0.0', 'Stochastic Signal': '0.0'}
2025-01-27 23:08:59 - BTC-USD - SHORT - Price: 102810.325 - Indicators: {'RSI': '65.13050441173338', 'MACD': '18.78574607174475', 'MACD Signal': '19.230379666170162', 'Bollinger High': '102806.69411803025', 'Bollinger Low': '102753.42788196975', 'Stochastic Line': '93.55459355457562', 'Stochastic Signal': '94.62882796214636'}
2025-01-27 23:09:08 - BTC-USD - SHORT - Price: 102819.125 - Indicators: {'RSI': '64.86977211924447', 'MACD': '18.812669562670635', 'MACD Signal': '19.0310488434705', 'Bollinger High': '102813.3053007231', 'Bollinger Low': '102755.41219927689', 'Stochastic Line': '85.67957479118975', 'Stochastic Signal': '87.23034663808097'}
2025-01-27 23:12:34 - ETH-USD - LONG - Price: 3200.235 - Indicators: {'RSI': '39.85113039416391', 'MACD': '-0.2659239372608984', 'MACD Signal': '-0.29825013592306937', 'Bollinger High': '3201.2432807140726', 'Bollinger Low': '3200.250219285927', 'Stochastic Line': '7.213930348279647', 'Stochastic Signal': '14.860096679761748'}
2025-01-27 23:17:56 - TIA-USD - LONG - Price: 4.07 - Indicators: {'RSI': '25.507444001851553', 'MACD': '-0.000710312261121023', 'MACD Signal': '-0.0007394571605891224', 'Bollinger High': '4.071599999999916', 'Bollinger Low': '4.070000000000085', 'Stochastic Line': '0.0', 'Stochastic Signal': '33.33333333333335'}
2025-01-27 23:22:10 - ETH-USD - SHORT - Price: 3202.665 - Indicators: {'RSI': '64.52589068826332', 'MACD': '0.5337301199651847', 'MACD Signal': '0.5472312199534345', 'Bollinger High': '3202.5350182790116', 'Bollinger Low': '3199.9534817209887', 'Stochastic Line': '100.0', 'Stochastic Signal': '97.54825247782874'}
2025-01-27 23:42:38 - INJ-USD - SHORT - Price: 19.363 - Indicators: {'RSI': '60.690778049878254', 'MACD': '0.008211730384767671', 'MACD Signal': '0.010459835651977563', 'Bollinger High': '19.36021208673041', 'Bollinger Low': '19.329587913269588', 'Stochastic Line': '86.78160919540449', 'Stochastic Signal': '77.96934865900748'}
2025-01-27 23:43:24 - AR-USD - SHORT - Price: 13.596513653581102 - Indicators: {'RSI': '70.03842371766764', 'MACD': '0.006186370386150368', 'MACD Signal': '0.00620672181338508', 'Bollinger High': '13.596513653580699', 'Bollinger Low': '13.572308134487505', 'Stochastic Line': '100.0', 'Stochastic Signal': '77.77777777777779'}
2025-01-27 23:45:34 - LINK-USD - SHORT - Price: 24.475 - Indicators: {'RSI': '62.5203936425578', 'MACD': '0.005534582070166512', 'MACD Signal': '0.005734792475008959', 'Bollinger High': '24.47450000000026', 'Bollinger Low': '24.447699999999738', 'Stochastic Line': '90.00000000000001', 'Stochastic Signal': '73.33333333333336'}
2025-01-27 23:46:01 - INJ-USD - SHORT - Price: 19.3655 - Indicators: {'RSI': '60.1544901048896', 'MACD': '0.0033440665756809076', 'MACD Signal': '0.003360310684924988', 'Bollinger High': '19.363253639494896', 'Bollinger Low': '19.352946360505104', 'Stochastic Line': '93.33333333334757', 'Stochastic Signal': '86.6666666666951'}
2025-01-27 23:48:34 - AVAX-USD - LONG - Price: 34.35 - Indicators: {'RSI': '39.75699309135547', 'MACD': '-0.006195110217532829', 'MACD Signal': '-0.006635622035925788', 'Bollinger High': '34.37674038105835', 'Bollinger Low': '34.350759618941645', 'Stochastic Line': '11.11111111111637', 'Stochastic Signal': '22.222222222232755'}
2025-01-27 23:50:38 - INJ-USD - LONG - Price: 19.2965 - Indicators: {'RSI': '31.838589095364807', 'MACD': '-0.0042963469208388005', 'MACD Signal': '-0.004977253395128246', 'Bollinger High': '19.305991262416804', 'Bollinger Low': '19.2970587375832', 'Stochastic Line': '16.6666666667259', 'Stochastic Signal': '33.33333333345176'}
2025-01-27 23:50:59 - INJ-USD - LONG - Price: 19.2945 - Indicators: {'RSI': '32.869760562687716', 'MACD': '-0.00427889211448355', 'MACD Signal': '-0.004726679083476621', 'Bollinger High': '19.304802380275017', 'Bollinger Low': '19.29639761972498', 'Stochastic Line': '19.99999999998107', 'Stochastic Signal': '18.888888888896005'}
2025-01-27 23:53:31 - LINK-USD - LONG - Price: 24.3835 - Indicators: {'RSI': '39.741423423075965', 'MACD': '-0.004696399263218372', 'MACD Signal': '-0.005670764125023473', 'Bollinger High': '24.391071987726654', 'Bollinger Low': '24.384228012273347', 'Stochastic Line': '16.666666666681483', 'Stochastic Signal': '39.8148148148184'}
2025-01-27 23:54:01 - LINK-USD - LONG - Price: 24.376 - Indicators: {'RSI': '35.375765243303675', 'MACD': '-0.004385979122864351', 'MACD Signal': '-0.004689965986899911', 'Bollinger High': '24.39382495901638', 'Bollinger Low': '24.378575040983616', 'Stochastic Line': '2.777777777771218', 'Stochastic Signal': '30.555555555542412'}
2025-01-27 23:54:19 - BTC-USD - LONG - Price: 102933.895 - Indicators: {'RSI': '30.56129394170489', 'MACD': '-12.500803753403792', 'MACD Signal': '-12.828642025812306', 'Bollinger High': '103006.94930431408', 'Bollinger Low': '102955.57219568589', 'Stochastic Line': '0.0', 'Stochastic Signal': '0.0'}
2025-01-27 23:54:34 - TIA-USD - LONG - Price: 4.074 - Indicators: {'RSI': '30.65343668866878', 'MACD': '-0.0011336581578946792', 'MACD Signal': '-0.0011643740227162752', 'Bollinger High': '4.081414318083394', 'Bollinger Low': '4.076685681916607', 'Stochastic Line': '0.0', 'Stochastic Signal': '0.0'}
2025-01-28 00:02:17 - AR-USD - LONG - Price: 13.513349548926062 - Indicators: {'RSI': '0.009391774467388814', 'MACD': '-0.00044031499121288675', 'MACD Signal': '-0.0005827897751537951', 'Bollinger High': '13.513845973580278', 'Bollinger Low': '13.513392667013544', 'Stochastic Line': '0.0', 'Stochastic Signal': 'nan'}
2025-01-28 00:03:31 - SUI-USD - SHORT - Price: 3.9648 - Indicators: {'RSI': '72.98604106501398', 'MACD': '0.0027182691032382835', 'MACD Signal': '0.0028516728048092817', 'Bollinger High': '3.96432841073693', 'Bollinger Low': '3.9575815892630697', 'Stochastic Line': '100.0', 'Stochastic Signal': '100.0'}
2025-01-28 00:04:10 - SUI-USD - SHORT - Price: 3.96765 - Indicators: {'RSI': '77.65445930454867', 'MACD': '0.002544134823745529', 'MACD Signal': '0.0026877406678076747', 'Bollinger High': '3.96750398811484', 'Bollinger Low': '3.9590060118851604', 'Stochastic Line': '97.48178650618253', 'Stochastic Signal': '97.71266673706221'}
2025-01-28 00:04:26 - TIA-USD - SHORT - Price: 4.0925 - Indicators: {'RSI': '66.09767988415199', 'MACD': '0.0012556593839985197', 'MACD Signal': '0.001512381765914777', 'Bollinger High': '4.0921165151388115', 'Bollinger Low': '4.09028348486119', 'Stochastic Line': '100.0', 'Stochastic Signal': '100.0'}
2025-01-28 00:05:49 - SUI-USD - SHORT - Price: 3.96975 - Indicators: {'RSI': '60.11692421897922', 'MACD': '0.0010998303208071825', 'MACD Signal': '0.0012720130491627596', 'Bollinger High': '3.969393790938577', 'Bollinger Low': '3.9642412090614236', 'Stochastic Line': '81.48148148148378', 'Stochastic Signal': '76.23456790123684'}
2025-01-28 00:06:05 - TIA-USD - SHORT - Price: 4.097 - Indicators: {'RSI': '72.24319843138544', 'MACD': '0.0007821818400186586', 'MACD Signal': '0.0008680963915993744', 'Bollinger High': '4.095591153452406', 'Bollinger Low': '4.092208846547593', 'Stochastic Line': '100.0', 'Stochastic Signal': '100.0'}
2025-01-28 00:06:50 - SOL-USD - SHORT - Price: 240.705 - Indicators: {'RSI': '60.21778828553761', 'MACD': '0.03987811000730327', 'MACD Signal': '0.04045635393023539', 'Bollinger High': '240.69530392553838', 'Bollinger Low': '240.50169607446162', 'Stochastic Line': '91.22807017544149', 'Stochastic Signal': '90.44834307992745'}
2025-01-28 00:10:32 - SUI-USD - SHORT - Price: 3.98195 - Indicators: {'RSI': '61.66348833478947', 'MACD': '0.0010062432895484956', 'MACD Signal': '0.001059961595759894', 'Bollinger High': '3.9810299479746907', 'Bollinger Low': '3.976585052025309', 'Stochastic Line': '100.0', 'Stochastic Signal': '82.10922787193834'}
2025-01-28 00:12:08 - AVAX-USD - SHORT - Price: 34.35 - Indicators: {'RSI': '64.0037543868613', 'MACD': '0.01035084267404566', 'MACD Signal': '0.010957516411917277', 'Bollinger High': '34.34711974195716', 'Bollinger Low': '34.320380258042846', 'Stochastic Line': '100.0', 'Stochastic Signal': '100.0'}
2025-01-28 00:15:30 - BTC-USD - LONG - Price: 102965.245 - Indicators: {'RSI': '29.559383841138736', 'MACD': '-11.573437365038748', 'MACD Signal': '-13.955188808344962', 'Bollinger High': '102993.05006359341', 'Bollinger Low': '102965.55093640658', 'Stochastic Line': '15.42824074075025', 'Stochastic Signal': '47.16820987654066'}
2025-01-28 00:16:08 - BTC-USD - LONG - Price: 102948.835 - Indicators: {'RSI': '35.077915524071244', 'MACD': '-9.732852906551367', 'MACD Signal': '-10.617156895581768', 'Bollinger High': '102991.86409118432', 'Bollinger Low': '102955.20190881567', 'Stochastic Line': '10.357016613670824', 'Stochastic Signal': '12.083186049282626'}
